Province,Zone,Party,FirstName,LastName,24-1745,24-2233,25-0759,25-0952,25-1111
กรุงเทพมหานคร,1,พลังประชารัฐ,กานต์กนิษฐ์,แห้วสันตติ,0,22371,21892,21892,21892
กรุงเทพมหานคร,1,อนาคตใหม่,นพมาศ,การุญ,0,16660,17152,17152,17152
กรุงเทพมหานคร,1,เพื่อไทย,ลีลาวดี,วัชโรบล,0,15064,15349,15349,15349
กรุงเทพมหานคร,1,ประชาธิปัตย์,เจิมมาศ,จึงเลิศศิริ,0,13655,13498,13498,13498
กรุงเทพมหานคร,1,เศรษฐกิจใหม่,มงคล,เสมอภาพ,0,4377,4227,4227,4227
กรุงเทพมหานคร,1,เสรีรวมไทย,วัชราภรณ์,สังวรโยธิน,0,1571,1603,1603,1603
กรุงเทพมหานคร,1,ภูมิใจไทย,ทวีพร,อนุตรพงษ์สกุล,0,733,758,758,758
กรุงเทพมหานคร,1,รวมพลังประชาชาติไทย,เตช,เตชะพัฒน์สิริ,0,511,510,510,510
กรุงเทพมหานคร,1,พลังท้องถิ่นไท,ธเนษฐ,เศรษฐาวาณิช,0,411,410,410,410
กรุงเทพมหานคร,1,รักษ์ผืนป่าประเทศไทย,กอบชัย,ชยามฤต,0,284,290,290,290
กรุงเทพมหานคร,1,ประชาชนปฏิรูป,ดรัณภัทร,วิชชาวุธ,0,262,253,253,253
กรุงเทพมหานคร,1,ไทยศรีวิไลย์,ณัฐปภัสร์,วรธันย์ผาสุข,0,210,214,214,214
กรุงเทพมหานคร,1,ชาติไทยพัฒนา,กรีณรงค์,ชาตรี,0,194,201,201,201
กรุงเทพมหานคร,1,เพื่อชาติ,ณัฏฐ์พงษ์,ยงใจยุทธ,0,160,157,157,157
กรุงเทพมหานคร,1,ประชาชาติ,รวิโชติ,ธำรงนาวาสวัสดิ์,0,89,87,87,87
กรุงเทพมหานคร,1,ภราดรภาพ,ณัฐพล,หวังชูเชิดกุล,0,60,62,62,62
กรุงเทพมหานคร,1,ประชาภิวัฒน์,ธนชาต,เมฆวันวรา,0,49,53,53,53
กรุงเทพมหานคร,1,ถิ่นกาขาวชาววิไล,เรียบ,ประทุมฝาง,0,33,36,36,36
กรุงเทพมหานคร,1,แผ่นดินธรรม,พิพัฒน์,วงษ์ฤทธิ์,0,33,34,34,34
กรุงเทพมหานคร,1,เพื่อแผ่นดิน,วิเชียร,โมไนยกุล,0,30,32,32,32
กรุงเทพมหานคร,1,พลังชาติไทย,หฤษฎ์,หนูเอี่ยม,0,27,26,26,26
กรุงเทพมหานคร,1,มหาชน,พัทธ์ฐิชา,ณิชยรวีพัชร์,0,23,24,24,24
กรุงเทพมหานคร,1,ไทรักธรรม,ภฤศ,วัฒนธาดากุล,0,22,23,23,23
กรุงเทพมหานคร,1,ครูไทยเพื่อประชาชน,พงศ์ชิษณุ,พีรดาจิราวัฒน์,0,22,24,24,24
กรุงเทพมหานคร,1,ประชาธรรมไทย,หนึ่งฤทัย,หัสดิน,0,20,21,21,21
กรุงเทพมหานคร,1,ภาคีเครือข่ายไทย,อรุณรัตน์,ศิลปธรรมธาดา,0,19,20,20,20
กรุงเทพมหานคร,1,ประชานิยม,วิสุดา,จงสกุลชัย,0,19,22,22,22
กรุงเทพมหานคร,1,มติประชา,วัลลี,แอสุวรรณ์,0,17,18,18,18
กรุงเทพมหานคร,1,พลังศรัทธา,กันญภัทร,นครังสุ,0,15,14,14,14
กรุงเทพมหานคร,2,พลังประชารัฐ,พัชรินทร์,ซำศิริพงษ์,0,25996,25774,25774,25774
กรุงเทพมหานคร,2,อนาคตใหม่,พัสวี,ภัทรพุทธากร,0,24882,25268,25268,25268
กรุงเทพมหานคร,2,ประชาธิปัตย์,อรอนงค์,กาญจนชูศักดิ์,0,15406,15770,15770,15770
กรุงเทพมหานคร,2,เศรษฐกิจใหม่,ชัยวัฒน์,ชื่นสุขสันต์,0,5420,5427,5427,5427
กรุงเทพมหานคร,2,เสรีรวมไทย,ชัญญา,บุญเกิด,0,3283,3209,3209,3209
กรุงเทพมหานคร,2,ภูมิใจไทย,อุไร,อนันตสิน,0,2872,2725,2725,2725
กรุงเทพมหานคร,2,เพื่อชาติ,ภัทรกันย์,กิจวิชา,0,2050,2020,2020,2020
กรุงเทพมหานคร,2,รวมพลังประชาชาติไทย,ณัฏฐพัชร์,กวินกนกกัลป์,0,963,979,979,979
กรุงเทพมหานคร,2,รักษ์ผืนป่าประเทศไทย,สิริมา,ธารีจารุ,0,223,237,237,237
กรุงเทพมหานคร,2,ประชาชนปฏิรูป,นิธินันท์,นิธิวชิระพงศ์,0,183,193,193,193
กรุงเทพมหานคร,2,ชาติพัฒนา,ปุณฐ์นัฐย์ดา,อิสริยาพร,0,180,173,173,173
กรุงเทพมหานคร,2,ประชาชาติ,พิมพาภรณ์,พานทอง,0,155,155,155,155
กรุงเทพมหานคร,2,ชาติไทยพัฒนา,ศิรภัสสร,พิเนตร,0,147,145,145,145
กรุงเทพมหานคร,2,พลังท้องถิ่นไท,เพ็ญลดา,ครุธโกษา,0,102,100,100,100
กรุงเทพมหานคร,2,พลังประชาธิปไตย,นพรุจ,วรชิตวุฒิกุล,0,96,89,89,89
กรุงเทพมหานคร,2,พลังชาติไทย,ภูริต,มนูปรัญญานนท์,0,82,82,82,82
กรุงเทพมหานคร,2,มติประชา,ภควุฒิ,งามพัฒนพงศ์ชัย,0,52,51,51,51
กรุงเทพมหานคร,2,ประชานิยม,เมธานนท์,สุรเมธีกุล,0,49,48,48,48
กรุงเทพมหานคร,2,แผ่นดินธรรม,เทียนชัย,วงศ์นวภรณ์,0,49,47,47,47
กรุงเทพมหานคร,2,สามัญชน,ภัทร์นฤน,วงศ์กาศ,0,42,45,45,45
กรุงเทพมหานคร,2,พลังสังคม,อำนาจ,ศิลปาจารย์,0,40,37,37,37
กรุงเทพมหานคร,2,ถิ่นกาขาวชาววิไล,รชต,ตันตระกูล,0,37,37,37,37
กรุงเทพมหานคร,2,ประชาภิวัฒน์,ธีระ,ธรรมลักขณา,0,36,32,32,32
กรุงเทพมหานคร,2,ครูไทยเพื่อประชาชน,สุรวัชร์,ทองรอด,0,36,40,40,40
กรุงเทพมหานคร,2,กลาง,อัศจรรย์,เขมกานนท์,0,32,28,28,28
กรุงเทพมหานคร,2,มหาชน,ศิวกร,ซิมมณี,0,24,25,25,25
กรุงเทพมหานคร,2,ประชาธรรมไทย,วิทยา,อิบรอฮีม,0,22,22,22,22
กรุงเทพมหานคร,2,ภาคีเครือข่ายไทย,ธงชัย,ทองอยู่เลิศ,0,22,22,22,22
กรุงเทพมหานคร,2,ภราดรภาพ,ธนบุรี,วสุธาวาณิช,0,13,19,19,19
กรุงเทพมหานคร,3,อนาคตใหม่,วรรณวรี,ตะล่อมสิน,0,27041,27070,27070,27070
กรุงเทพมหานคร,3,พลังประชารัฐ,เนวินธุ์,ช่อชัยทิพฐ์,0,24527,24114,24114,24114
กรุงเทพมหานคร,3,ประชาธิปัตย์,อภิมงคล,โสณกุล,0,16399,16223,16223,16223
กรุงเทพมหานคร,3,เศรษฐกิจใหม่,วิทยา,ตั้งสุวรรณวงศ์,0,5714,5504,5504,5504
กรุงเทพมหานคร,3,เสรีรวมไทย,ไสว,ทัศนีย์ภาพ,0,3730,3654,3654,3654
กรุงเทพมหานคร,3,เพื่อชาติ,สันติ,วิชัยพล,0,1149,1163,1163,1163
กรุงเทพมหานคร,3,ภูมิใจไทย,ณฐพนธ์,คงศิลา,0,1020,1027,1027,1027
กรุงเทพมหานคร,3,รวมพลังประชาชาติไทย,จุมพล,จันทร์จิระ,0,519,510,510,510
กรุงเทพมหานคร,3,พลังท้องถิ่นไท,ธิมล,ไตรรัตน์วิโรจน์,0,276,274,274,274
กรุงเทพมหานคร,3,รักษ์ผืนป่าประเทศไทย,สิทธิกร,หล่อกัณภัย,0,237,232,232,232
กรุงเทพมหานคร,3,ประชาชาติ,วิลนันต์,จันธนนิโรจน์,0,230,228,228,228
กรุงเทพมหานคร,3,ประชาชนปฏิรูป,ปณตพร,โอฬารฤทธินันท์,0,229,220,220,220
กรุงเทพมหานคร,3,ชาติพัฒนา,เอกรัฐ,เลิศรัตนชัยกิจ,0,223,218,218,218
กรุงเทพมหานคร,3,ชาติไทยพัฒนา,ศิระรังษี,ปารมีอิทธิวงษ์,0,196,200,200,200
กรุงเทพมหานคร,3,ประชาภิวัฒน์,สกนธ์,กัปปิยจรรยา,0,178,178,178,178
กรุงเทพมหานคร,3,ไทยศรีวิไลย์,ธนชัย,ตั้งตรงสากล,0,173,171,171,171
กรุงเทพมหานคร,3,พลังไทยรักชาติ,ดวงกมล,อดุลย์เศรณี,0,142,143,143,143
กรุงเทพมหานคร,3,พลังชาติไทย,กิตตน์,รุ่งณรงค์รักษ์,0,126,116,116,116
กรุงเทพมหานคร,3,ประชาธิปไตยใหม่,ชมน์สฤษฏ์,รัตนชัยเดชา,0,97,94,94,94
กรุงเทพมหานคร,3,พลังธรรมใหม่,นงลักษณ์,ติรกาญจนา,0,96,97,97,97
กรุงเทพมหานคร,3,ครูไทยเพื่อประชาชน,อุปถัมภ์,พรรณสังข์,0,81,81,81,81
กรุงเทพมหานคร,3,ประชานิยม,ปฐวี,ชัยวัฒน์,0,39,38,38,38
กรุงเทพมหานคร,3,พลังศรัทธา,พัชรินทร์,ประสพสุข,0,33,33,33,33
กรุงเทพมหานคร,3,ภราดรภาพ,ธนัชพร,วงษ์ทองทิว,0,33,34,34,34
กรุงเทพมหานคร,3,แผ่นดินธรรม,ภัทรา,นิทัศนานนทชัย,0,33,33,33,33
กรุงเทพมหานคร,3,พลังไทสร้างชาติ,พิสิษฐ์,เจียมจิรอานนท์,0,32,34,34,34
กรุงเทพมหานคร,3,ไทรักธรรม,กฤษณะ,เนตร์ชัยรัตน์,0,27,26,26,26
กรุงเทพมหานคร,3,พลังสังคม,ศรันย์วิทย์,เหมรักษ์,0,25,26,26,26
กรุงเทพมหานคร,3,มหาชน,ไอยพราว,พัชร์ปวริศร์,0,25,26,26,26
กรุงเทพมหานคร,3,ประชาธรรมไทย,ปัญนิษา,จำรัสธนเดช,0,23,25,25,25
กรุงเทพมหานคร,3,ภาคีเครือข่ายไทย,สุรสิทธิ์,ผาบชมภู,0,12,12,12,12
กรุงเทพมหานคร,3,มติประชา,เพียรชัย,องค์ศรีตระกูล,0,9,8,8,8
กรุงเทพมหานคร,4,พลังประชารัฐ,กรณิศ,งามสุคนธ์รัตนา,73,26283,26693,26693,26693
กรุงเทพมหานคร,4,อนาคตใหม่,กรณ์,จตุวิมล,64,23848,24503,24503,24503
กรุงเทพมหานคร,4,ประชาธิปัตย์,อนุชา,บูรพชัยศรี,9,12964,13322,13322,13322
กรุงเทพมหานคร,4,เศรษฐกิจใหม่,ธนภณ,ธัญธนสกุล,3,4225,4116,4116,4116
กรุงเทพมหานคร,4,เพื่อชาติ,บุญเลิศ,นุ้ยเมือง,15,3295,3340,3340,3340
กรุงเทพมหานคร,4,เสรีรวมไทย,เดือนเพ็ญ,ยวงสูงเนิน,14,3011,3119,3119,3119
กรุงเทพมหานคร,4,ภูมิใจไทย,เอกราช,หวังนุช,2,842,878,878,878
กรุงเทพมหานคร,4,รวมพลังประชาชาติไทย,พิรสุต,จันทรานุวัฒน์,0,654,690,690,690
กรุงเทพมหานคร,4,ประชาชาติ,มีชัย,ออสุวรรณ,0,404,408,408,408
กรุงเทพมหานคร,4,พลังท้องถิ่นไท,อดิธร,ศรีประเสริฐ,1,381,385,385,385
กรุงเทพมหานคร,4,ชาติพัฒนา,เมลิสา,มหาพล,2,257,258,258,258
กรุงเทพมหานคร,4,รักษ์ผืนป่าประเทศไทย,สุธีรัชต์,อมรพงศาพันธ์,0,255,261,261,261
กรุงเทพมหานคร,4,ไทยศรีวิไลย์,ศุภฤกษ์,ธนาพัชรมนฑ์,1,188,193,193,193
กรุงเทพมหานคร,4,ชาติไทยพัฒนา,สกุลทิพย์,วิชญาโนทัย,0,188,191,191,191
กรุงเทพมหานคร,4,ประชาชนปฏิรูป,สมชาย,ชีวเกรียงไกร,0,164,166,166,166
กรุงเทพมหานคร,4,พลังไทสร้างชาติ,สมพิศ,ผอบเพ็ชร,4,120,119,119,119
กรุงเทพมหานคร,4,พลังชาติไทย,ธนเสฏฐ์,รัตนสมบูรณ์,0,78,79,79,79
กรุงเทพมหานคร,4,ประชากรไทย,ธนเดช,ไชยพฤกษ์,1,72,74,74,74
กรุงเทพมหานคร,4,ประชาธิปไตยใหม่,ปุณณ์ภัสสร,จีรวิวัฒนชัย,0,71,73,73,73
กรุงเทพมหานคร,4,มติประชา,นิพนธ์,ฐิติภัค,0,70,70,70,70
กรุงเทพมหานคร,4,มหาชน,จักรกรินทร์,สิงหนุต,0,62,59,59,59
กรุงเทพมหานคร,4,ประชานิยม,พันเทพ,หงษ์สุมาลย์,0,47,48,48,48
กรุงเทพมหานคร,4,ครูไทยเพื่อประชาชน,วุฒิวัฒน์,ธนินพัฒนรัตน์,0,42,45,45,45
กรุงเทพมหานคร,4,ประชาภิวัฒน์,นรินทร์,โกศลรุ่งเรือง,1,40,39,39,39
กรุงเทพมหานคร,4,พลังรัก,ณัฐรัตน์,ไหลพิริยกุล,0,35,35,35,35
กรุงเทพมหานคร,4,ไทรักธรรม,ดารารัตน์,สีแดง,0,29,31,31,31
กรุงเทพมหานคร,4,ภราดรภาพ,สันทัด,อัศวมั่นคงเจริญ,0,28,31,31,31
กรุงเทพมหานคร,4,พลเมืองไทย,จิรากัญ,มากบุญธรรม,0,24,24,24,24
กรุงเทพมหานคร,4,พลังศรัทธา,ณัฐรมณ์,ลิ้นลา,0,20,21,21,21
กรุงเทพมหานคร,4,ภาคีเครือข่ายไทย,ฉัตรชัย,คงเกิด,0,17,17,17,17
กรุงเทพมหานคร,4,ประชาธรรมไทย,กาญจนาภา,สิทธิคุณาพันธุ์,0,17,17,17,17
กรุงเทพมหานคร,5,เพื่อไทย,ประเดิมชัย,บุญช่วยเหลือ,0,26804,26416,26416,26416
กรุงเทพมหานคร,5,พลังประชารัฐ,อรพินทร์,เพชรทัต,0,26428,26583,26583,26583
กรุงเทพมหานคร,5,อนาคตใหม่,อดิศร,โพธิ์อ่าน,0,23666,24344,24344,24344
กรุงเทพมหานคร,5,ประชาธิปัตย์,ธนา,ชีรวินิจ,0,17678,17708,17708,17708
กรุงเทพมหานคร,5,เศรษฐกิจใหม่,ปฎิวัติ,ตรองจิตต์,0,5478,5548,5548,5548
กรุงเทพมหานคร,5,เสรีรวมไทย,กฤต,เลิศเศรษฐการ,0,2418,2474,2474,2474
กรุงเทพมหานคร,5,ภูมิใจไทย,ธัชพงศ์,ชูดำ,0,684,730,730,730
กรุงเทพมหานคร,5,รวมพลังประชาชาติไทย,ภาณุพงศ์,บัวมาตร,0,565,584,584,584
กรุงเทพมหานคร,5,ชาติไทยพัฒนา,สุทักษ์,จิระรัตนวงศ์,0,420,413,413,413
กรุงเทพมหานคร,5,รักษ์ผืนป่าประเทศไทย,จักรทิพย์,ปัทมะทิน,0,342,361,361,361
กรุงเทพมหานคร,5,ชาติพัฒนา,ยงยุทธ,วงศ์ธีระสูตร,0,268,286,286,286
กรุงเทพมหานคร,5,เพื่อชาติ,สาวิตรี,สาทสุทธิ,0,212,213,213,213
กรุงเทพมหานคร,5,ไทยศรีวิไลย์,ณฐบดี,อภิญญาตกุล,0,192,201,201,201
กรุงเทพมหานคร,5,ชาติพันธุ์ไทย,เอื้องฟ้า,งามธุระ,0,163,163,163,163
กรุงเทพมหานคร,5,ประชาชาติ,อภิเดช,ชยานนท์เกสรี,0,131,130,130,130
กรุงเทพมหานคร,5,พลังชาติไทย,พงศ์สัคค์,พุฒแก้ว,0,98,101,101,101
กรุงเทพมหานคร,5,พลังสังคม,สมเกียรติ,มั่นคง,0,97,58,58,58
กรุงเทพมหานคร,5,ประชาธิปไตยใหม่,ณัฐสุรัช,หงษ์วิจิตปรีชา,0,96,101,101,101
กรุงเทพมหานคร,5,ประชาภิวัฒน์,ศุภศักดิ์,บุญญะสุต,0,91,90,90,90
กรุงเทพมหานคร,5,พลังธรรมใหม่,กรรธิมา,สันติสุข,0,82,88,88,88
กรุงเทพมหานคร,5,พลังท้องถิ่นไท,อนุรักษ์,รุ่งแจ้ง,0,81,84,84,84
กรุงเทพมหานคร,5,พลังประชาธิปไตย,พิชญ์ดา,เดอเยซูซ์,0,79,75,75,75
กรุงเทพมหานคร,5,พลังไทยรักไทย,สุรีพร,สัมโย,0,69,71,71,71
กรุงเทพมหานคร,5,ครูไทยเพื่อประชาชน,กวิน,นิลพานิช,0,53,53,53,53
กรุงเทพมหานคร,5,ภราดรภาพ,น้องนุช,โทเอ,0,36,37,37,37
กรุงเทพมหานคร,5,ประชานิยม,พนิต,นุชน้อย,0,34,36,36,36
กรุงเทพมหานคร,5,มหาชน,ภูเบศร์,มงคลวัฒน์,0,28,30,30,30
กรุงเทพมหานคร,5,ภาคีเครือข่ายไทย,ประภัสสร,แก้วประเสริฐ,0,24,23,23,23
กรุงเทพมหานคร,5,ประชาธรรมไทย,ณภัทร,หลวงเมือง,0,16,15,15,15
กรุงเทพมหานคร,5,พลังปวงชนไทย,ทนัฏฐ์,ปานโสภณ,0,14,13,13,13
กรุงเทพมหานคร,5,มติประชา,สุชาติ,สุวรรณปราโมทย์,0,9,8,8,8
กรุงเทพมหานคร,6,พลังประชารัฐ,ภาดาท์,วรกานนท์,0,27047,27967,27967,27967
กรุงเทพมหานคร,6,อนาคตใหม่,คริส,โปตระนันทน์,0,21970,23250,23250,23250
กรุงเทพมหานคร,6,เพื่อไทย,ประพนธ์,เนตรรังษี,0,21045,21161,21161,21161
กรุงเทพมหานคร,6,ประชาธิปัตย์,อรรถวิชช์,สุวรรณภักดี,0,15323,16043,16043,16043
กรุงเทพมหานคร,6,เศรษฐกิจใหม่,สุมณฑา,อ่อนนุ่ม,0,5185,5251,5251,5251
กรุงเทพมหานคร,6,เสรีรวมไทย,ภูวพัฒน์,ชนะสกล,0,2286,2315,2315,2315
กรุงเทพมหานคร,6,ภูมิใจไทย,อนุชาญ,กวางทอง,0,1010,1062,1062,1062
กรุงเทพมหานคร,6,รวมพลังประชาชาติไทย,ดวงกมล,ดวงสร้อยทอง,0,756,788,788,788
กรุงเทพมหานคร,6,รักษ์ผืนป่าประเทศไทย,สุริยะ,อยู่เย็น,0,403,415,415,415
กรุงเทพมหานคร,6,พลังท้องถิ่นไท,รุจชรินทร์,ทองใหญ่,0,372,373,373,373
กรุงเทพมหานคร,6,ประชาชนปฏิรูป,รพีพจน์,เจิมเทียนชัย,0,250,256,256,256
กรุงเทพมหานคร,6,ชาติไทยพัฒนา,พีรชาติ,ยุกตานนท์,0,248,270,270,270
กรุงเทพมหานคร,6,ชาติพัฒนา,ณัฏฐ์ปิยะ,กุลจิรารวีนิภา,0,209,217,217,217
กรุงเทพมหานคร,6,ไทยศรีวิไลย์,พิชัย,บุราวาศ,0,155,158,158,158
กรุงเทพมหานคร,6,ภราดรภาพ,สุรภาส,วิเชียร,0,113,116,116,116
กรุงเทพมหานคร,6,ประชาชาติ,วิโรจน์,เจษฎาดิลก,0,97,112,112,112
กรุงเทพมหานคร,6,เพื่อชาติ,ไชยา,ประดิษฐธรรม,0,96,100,100,100
กรุงเทพมหานคร,6,พลังชาติไทย,อังศุธร,อังคะพินทุ,0,69,72,72,72
กรุงเทพมหานคร,6,ประชานิยม,สังวน,เจิมแป้น,0,60,66,66,66
กรุงเทพมหานคร,6,พลเมืองไทย,ฐาปนี,โปร่งรัศมี,0,59,63,63,63
กรุงเทพมหานคร,6,พลังรัก,ภัทรพงศ์,วนะไชยเกียรติ,0,56,53,53,53
กรุงเทพมหานคร,6,มหาชน,นภารำไพ,ณ นคร,0,44,47,47,47
กรุงเทพมหานคร,6,ประชาธิปไตยใหม่,ลาภวัต,สุริยสกุลลาภ,0,42,43,43,43
กรุงเทพมหานคร,6,เพื่อแผ่นดิน,ประวีร์,จินดาวรรณ,0,36,38,38,38
กรุงเทพมหานคร,6,ครูไทยเพื่อประชาชน,พิสิษฐ์,พิพัฒน์กุลบุตร,0,34,38,38,38
กรุงเทพมหานคร,6,ประชาภิวัฒน์,เอนก,นาคดิลก,0,33,34,34,34
กรุงเทพมหานคร,6,พลังปวงชนไทย,ขรรค์ชัย,แก้วเนตร,0,32,32,32,32
กรุงเทพมหานคร,6,พลังไทสร้างชาติ,มิตรพล,สิทธิกูล,0,16,16,16,16
กรุงเทพมหานคร,6,มติประชา,ปริญญา,งามพัฒนพงศ์ชัย,0,15,15,15,15
กรุงเทพมหานคร,6,ภาคีเครือข่ายไทย,คชษิน,กาดัสซา,0,3,3,3,3
กรุงเทพมหานคร,7,พลังประชารัฐ,ธณิกานต์,พรพงษาโรจน์,0,23363,23524,23524,23524
กรุงเทพมหานคร,7,เพื่อไทย,วัฒนรักษ์,สุรนาทยุทธ์,0,22666,22836,22836,22836
กรุงเทพมหานคร,7,อนาคตใหม่,ปิยะชาติ,อำนวยเวช,0,19647,20106,20106,20106
กรุงเทพมหานคร,7,ประชาธิปัตย์,คณวัฒน์,จันทรลาวัณย์,0,12092,12052,12052,12052
กรุงเทพมหานคร,7,พลังท้องถิ่นไท,พิมพ์อร,คงอุดม,0,4999,4940,4940,4940
กรุงเทพมหานคร,7,เศรษฐกิจใหม่,ณัทพสิษฐ์,ประสานวงศ์,0,3701,3575,3575,3575
กรุงเทพมหานคร,7,เสรีรวมไทย,วรินทร,สิรรมย์,0,1842,1901,1901,1901
กรุงเทพมหานคร,7,ภูมิใจไทย,อัครนันท์,อริยศรีพงษ์,0,904,959,959,959
กรุงเทพมหานคร,7,รวมพลังประชาชาติไทย,กันตพล,กิตติธากรณ์,0,611,613,613,613
กรุงเทพมหานคร,7,รักษ์ผืนป่าประเทศไทย,พงษ์รุจี,ศิริวัฒนะ,0,450,448,448,448
กรุงเทพมหานคร,7,เพื่อชาติ,โพยมราษี,ฤกษ์สำราญ,0,389,398,398,398
กรุงเทพมหานคร,7,ประชาชาติ,ธัญญธำรง,อัศวนนท์,0,232,243,243,243
กรุงเทพมหานคร,7,ชาติไทยพัฒนา,ปฐมพร,ทิมเพชร,0,215,231,231,231
กรุงเทพมหานคร,7,ไทยศรีวิไลย์,กฤษยากร,สรชัย,0,211,218,218,218
กรุงเทพมหานคร,7,ชาติพัฒนา,วิโรจน์,จิตรอบอารีย์,0,206,214,214,214
กรุงเทพมหานคร,7,ประชาชนปฏิรูป,พรมงคล,ศรีดี,0,153,151,151,151
กรุงเทพมหานคร,7,ประชาภิวัฒน์,กัษณ,เข็มเพ็ชร,0,115,117,117,117
กรุงเทพมหานคร,7,ประชานิยม,พีรยุทธ,อินทรสุวรรณ,0,93,93,93,93
กรุงเทพมหานคร,7,พลังชาติไทย,วโรภาส,แสงเพชร,0,86,85,85,85
กรุงเทพมหานคร,7,ภราดรภาพ,ศจีกาญจน์,สรรพช่าง,0,83,85,85,85
กรุงเทพมหานคร,7,เพื่อแผ่นดิน,สมชาติ,อ่อนประดิษฐ์,0,64,81,81,81
กรุงเทพมหานคร,7,ประชากรไทย,เสน่ห์,ชัยทร,0,55,55,55,55
กรุงเทพมหานคร,7,กลาง,นิธิศ,ศรีแย้ม,0,53,57,57,57
กรุงเทพมหานคร,7,ครูไทยเพื่อประชาชน,กิติพันธ์,นันทะสีวะลี,0,37,38,38,38
กรุงเทพมหานคร,7,ไทรักธรรม,กิตติพศ,กากาเคน,0,31,27,27,27
กรุงเทพมหานคร,7,แผ่นดินธรรม,วิสุทธิ์,โพธิ์ศรี,0,29,30,30,30
กรุงเทพมหานคร,7,พลังศรัทธา,สันติ,โอเงิน,0,27,26,26,26
กรุงเทพมหานคร,7,มหาชน,สันต์สุข,ไตรเพทพิสัย,0,24,25,25,25
กรุงเทพมหานคร,7,ประชาธรรมไทย,อิทธิพล,ตัตวธร,0,17,20,20,20
กรุงเทพมหานคร,7,พลังปวงชนไทย,อริยะ,ฮุยลัน,0,16,18,18,18
กรุงเทพมหานคร,7,มติประชา,รัฐโรจน์,ประสิทธิ์พรกุล,0,12,11,11,11
กรุงเทพมหานคร,8,พลังประชารัฐ,กษิดิ์เดช,ชุติมันต์,0,27844,27979,27979,27979
กรุงเทพมหานคร,8,เพื่อไทย,สุณิสา,ทิวากรดำรง,0,25021,25107,25107,25107
กรุงเทพมหานคร,8,อนาคตใหม่,ธนเดช,เพ็งสุข,0,23864,24588,24588,24588
กรุงเทพมหานคร,8,ประชาธิปัตย์,สรรเสริญ,สมะลาภา,0,14409,14775,14775,14775
กรุงเทพมหานคร,8,เศรษฐกิจใหม่,สุมาลี,อินทะสุข,0,5475,5458,5458,5458
กรุงเทพมหานคร,8,เสรีรวมไทย,ปิณญาดา,ตันติมนตรี,0,2169,2251,2251,2251
กรุงเทพมหานคร,8,ภูมิใจไทย,จิณณา,สืบสายไทย,0,718,733,733,733
กรุงเทพมหานคร,8,รวมพลังประชาชาติไทย,เจษฎา,ศรีสุข,0,643,661,661,661
กรุงเทพมหานคร,8,ชาติไทยพัฒนา,วราไพรินทร์,ธนวริสพร,0,577,570,570,570
กรุงเทพมหานคร,8,รักษ์ผืนป่าประเทศไทย,ธนพรรณ,ศุณะมาลัย,0,429,440,440,440
กรุงเทพมหานคร,8,เพื่อชาติ,วีรินทร์,ตันเสรีสกุล,0,277,281,281,281
กรุงเทพมหานคร,8,ชาติพัฒนา,กรกฤษณ์,วงศ์คุณหยก,0,192,193,193,193
กรุงเทพมหานคร,8,ประชาชนปฏิรูป,ปราช,จันทองจีน,0,183,188,188,188
กรุงเทพมหานคร,8,ไทยศรีวิไลย์,ทนงศักดิ์,รักอารมณ์,0,160,164,164,164
กรุงเทพมหานคร,8,ประชาธิปไตยใหม่,ประสิทธิ์,พงษ์สมบัติ,0,145,146,146,146
กรุงเทพมหานคร,8,พลังท้องถิ่นไท,วันสว่าง,เต็มชำนาญ,0,124,121,121,121
กรุงเทพมหานคร,8,ประชาภิวัฒน์,สิทธา,แจ้งสุข,0,97,96,96,96
กรุงเทพมหานคร,8,ประชาชาติ,ศิรธันย์,แสงสินธุศร,0,80,89,89,89
กรุงเทพมหานคร,8,มหาชน,ภิญญาภรณ์,คงพิทักษ์,0,73,71,71,71
กรุงเทพมหานคร,8,พลังธรรมใหม่,ผนึก,ธัญรส,0,68,63,63,63
กรุงเทพมหานคร,8,กลาง,สนั่น,พานทอง,0,62,59,59,59
กรุงเทพมหานคร,8,ภราดรภาพ,รัชพล,เกิดศิลป์,0,51,50,50,50
กรุงเทพมหานคร,8,ประชานิยม,ณัฐภรณ์,ชมตระกูล,0,48,47,47,47
กรุงเทพมหานคร,8,ครูไทยเพื่อประชาชน,ธัญญธร,ยุวจิตติ,0,42,44,44,44
กรุงเทพมหานคร,8,ประชาธรรมไทย,ชัยชนะ,วงศ์จรรยา,0,42,41,41,41
กรุงเทพมหานคร,8,พลังชาติไทย,รุ้งเพชร,ดิษฐศิริ,0,35,34,34,34
กรุงเทพมหานคร,8,พลังรัก,ปริชัย,ณิชกุลบุญเพ็ง,0,31,30,30,30
กรุงเทพมหานคร,8,พลังศรัทธา,ชัยนิวัตน์,แสนวันนา,0,23,25,25,25
กรุงเทพมหานคร,8,ประชาไทย,สิริอร,ลักษมีธนานันต์,0,19,18,18,18
กรุงเทพมหานคร,8,พลเมืองไทย,สุธาสินี,ลาเสือ,0,19,20,20,20
กรุงเทพมหานคร,8,ถิ่นกาขาวชาววิไล,ไพฑูรย์,จันทร์วิบูลย์,0,12,15,15,15
กรุงเทพมหานคร,8,ภาคีเครือข่ายไทย,เบญจพร,ชำนิราชกิจ,0,11,10,10,10
