Id,Province,Zone,CountVoter,CountRealVoter
4592fa69-7b08-47de-9fb6-60db995a2dae,ภูเก็ต,2,149655,100493
6ca1d920-aa07-48f0-8657-d0acef188ee7,สุราษฎร์ธานี,1,135072,92586
31e6e739-cfd5-46bd-b496-557615ad9ae6,สุราษฎร์ธานี,2,141642,97089
56a0b058-5e65-4e20-b760-093bd4973c5c,สุราษฎร์ธานี,3,131956,95768
588b0873-6222-41f1-93b9-201efd3a4f51,สุราษฎร์ธานี,4,134583,98791
fc60b03d-0e00-49ca-a2a2-f21bac26fb3d,สุราษฎร์ธานี,5,127355,93478
d81fd5ca-8cd4-4c53-a03c-b067e29cab9f,สุราษฎร์ธานี,6,132870,97476
f4cb6e27-6171-40fa-9a58-12cf661ad854,ระนอง,1,135654,94778
6a2e3825-f474-490a-bc57-3fe728e19b19,ชุมพร,1,133454,95945
44e23192-789b-4ac5-a597-1dd9cfdd0b2a,ชุมพร,2,132205,96695
c9c74c6d-fd27-43b5-961d-ef8cd612f77e,ชุมพร,3,131416,95451
8c2b3776-470f-4425-9a3c-d992d09001c6,สงขลา,1,127989,90817
d2925254-5297-497b-9a2e-7bef831f1068,สงขลา,2,140848,100642
ad9c8b87-5d6d-47a5-82a4-cc61cba49a17,สงขลา,3,140302,103425
24250de3-d705-4536-84c5-1053b2b8844b,สงขลา,4,126305,89338
7d538919-bfb4-4d3e-a578-2a60df9368c8,สงขลา,5,147869,107453
a906d0e8-0463-41da-9987-0f9786a612cd,สงขลา,6,126480,88564
b8435d99-efba-4e01-b9d5-0ad594370438,สงขลา,7,123697,92175
bdb4d6a2-3c73-4c0f-9045-9ee03474d735,สงขลา,8,134809,100731
1a1061e2-2399-4712-8e10-f1125e0aae9b,สตูล,1,110587,81362
ea6c951b-2450-48a3-be7b-f105be808e36,สตูล,2,121009,95613
45cc821d-9dc3-41d8-a017-45eaaba038ce,ตรัง,1,166246,124964
c25dda14-5e9b-430d-8f5d-03ce626e8e2f,ตรัง,2,160230,120696
0984444e-6b08-41ae-8fd4-c5d05e803cdd,ตรัง,3,165657,120142
b080823b-ce34-4acc-8755-a4106d200084,พัทลุง,1,131751,102562
028c1c25-6730-4d7e-b378-feab6106b188,พัทลุง,2,132753,104597
f90eb070-e818-4c28-b0ee-2dc1a0265fe0,พัทลุง,3,147267,112750
72356156-67e4-4c1d-996d-74afcce8cfd0,ปัตตานี,1,131608,96400
6c8010cc-069a-458d-94c2-99c867f185fc,ปัตตานี,2,116660,85138
1075cc5b-71d2-4360-945f-34fe514f0ed3,ปัตตานี,3,120977,90707
45b450d9-1380-4c1e-a1dc-a658efc5bd93,ปัตตานี,4,119267,84709
3b2b8ad9-bcff-430e-b58f-132285fc56a9,ยะลา,1,121195,88390
0ac4e17d-2728-4574-9ae7-c2a44c4e40ff,ยะลา,2,121865,92083
4f9d95cf-caaf-4f80-884a-474e48ce8d09,ยะลา,3,121575,88049
c426f0fb-2308-48cb-9490-6f99a7c8155f,นราธิวาส,1,137964,98960
e9091738-9a06-4b74-b6ee-337607899009,นราธิวาส,2,131541,90660
5939e814-f596-46b9-988b-f978a4160d21,นราธิวาส,3,136833,98039
9973a392-247b-4087-bbb5-22fc576e1d0a,นราธิวาส,4,145232,111591
