กรุงเทพมหานคร,1,นายสุวิทย์ จารึกเสถียร,1,ชาติไทย,2075
กรุงเทพมหานคร,1,นางเจิมมาศ จึงเลิศศิริ,4,ประชาธิปัตย์,32926
กรุงเทพมหานคร,1,นายประสพชัย ชโลปถัมภ์,5,ประชาชนไทย,102
กรุงเทพมหานคร,1,นายศิริ หวังบุญเกิด,9,ไทยรักไทย,26131
กรุงเทพมหานคร,1,นายจิรภา แสนเกษม,11,มหาชน,1193
กรุงเทพมหานคร,2,นายอรัญ พันธุมจินดา,1,ชาติไทย,3015
กรุงเทพมหานคร,2,นางสุภัคสิริ หฤษฎางค์กูร,4,ประชาธิปัตย์,14071
กรุงเทพมหานคร,2,นายสืบสันต์ สืบสหการ,5,ประชาชนไทย,129
กรุงเทพมหานคร,2,นายกฤษฎา สัจจกุล,9,ไทยรักไทย,37493
กรุงเทพมหานคร,2,นายพิชัย สิริรัตนพลกุล,11,มหาชน,1164
กรุงเทพมหานคร,3,นายฉัตรชัย นาคอนุรักษ์,1,ชาติไทย,3217
กรุงเทพมหานคร,3,นายประพันธ์ คูณมี,4,ประชาธิปัตย์,23885
กรุงเทพมหานคร,3,นายจรัล สถิตปรัชญากุล,5,ประชาชนไทย,225
กรุงเทพมหานคร,3,นางลลิตา ฤกษ์สำราญ,9,ไทยรักไทย,47376
กรุงเทพมหานคร,3,นายวิภาส ทองสุทธิ์,11,มหาชน,1191
กรุงเทพมหานคร,4,นายกฤษฎา อินทามระ,1,ชาติไทย,1663
กรุงเทพมหานคร,4,นายพุทธิพงษ์ ปุณณกันต์,4,ประชาธิปัตย์,27888
กรุงเทพมหานคร,4,นายกฤตย์ ธารสุนทร,5,ประชาชนไทย,79
กรุงเทพมหานคร,4,นายรชฏ พิสิษฐบรรณกร,9,ไทยรักไทย,29699
กรุงเทพมหานคร,4,นายพจน์ ลักษณสมพงศ์,11,มหาชน,741
กรุงเทพมหานคร,5,นายปอรรัชม์ ยอดเณร,1,ชาติไทย,2732
กรุงเทพมหานคร,5,นายกอร์ปศักดิ์ สภาวสุ,4,ประชาธิปัตย์,20456
กรุงเทพมหานคร,5,นายประจวบ อึ๊งภากรณ์,9,ไทยรักไทย,23236
กรุงเทพมหานคร,5,นายชมพูนุท ชายุตพงศ์,11,มหาชน,374
กรุงเทพมหานคร,6,นายธรรณม์ชัย รุ่งจิรโรจน์,1,ชาติไทย,1559
กรุงเทพมหานคร,6,นายอภิมงคล โสณกุล,4,ประชาธิปัตย์,34931
กรุงเทพมหานคร,6,นางอรทัย ฐานะจาโร,9,ไทยรักไทย,27271
กรุงเทพมหานคร,6,นายดำรงศักดิ์ ธารดำรงค์,11,มหาชน,731
กรุงเทพมหานคร,7,นายดวงดาว รอบคอบ,1,ชาติไทย,1509
กรุงเทพมหานคร,7,นายกรณ์ จาติกวณิช,4,ประชาธิปัตย์,36010
กรุงเทพมหานคร,7,นายดนุพร ปุณณกันต์,9,ไทยรักไทย,29613
กรุงเทพมหานคร,7,นายณัฐพัชร์ โชติวรวัฒน์,11,มหาชน,363
กรุงเทพมหานคร,8,นายชัยยุทธ วงศ์พิภพมงคล,1,ชาติไทย,1070
กรุงเทพมหานคร,8,นายสมเกียรติ ฉันทวานิช,4,ประชาธิปัตย์,24123
กรุงเทพมหานคร,8,นายพงษ์พิสุทธิ์ จินตโสภณ,9,ไทยรักไทย,25089
กรุงเทพมหานคร,9,นายถนอม อ่อนเกตุพล,4,ประชาธิปัตย์,20143
กรุงเทพมหานคร,9,นายศิธา ทิวารี,9,ไทยรักไทย,30342
กรุงเทพมหานคร,9,นายโชคชัย สุดดี,11,มหาชน,832
กรุงเทพมหานคร,9,นายศุภโชค จินดาพล,19,รักษ์ถิ่นไทย,404
กรุงเทพมหานคร,10,นายสุคนธ์ ฟ้าอรุณ,1,ชาติไทย,1441
กรุงเทพมหานคร,10,นายอิสรา สุนทรวัฒน์,4,ประชาธิปัตย์,29084
กรุงเทพมหานคร,10,นายบุญส่ง ประเสริฐดำรง,5,ประชาชนไทย,80
กรุงเทพมหานคร,10,นายณหทัย ทิวไผ่งาม,9,ไทยรักไทย,32483
กรุงเทพมหานคร,10,นายสิทธิชัย นุ่มแจ่ม,11,มหาชน,635
กรุงเทพมหานคร,11,นายอวยชัย ชุนาวรรณ,1,ชาติไทย,3091
กรุงเทพมหานคร,11,นายเฟื่องวิชชุ์ อนิรุทธเทวา,4,ประชาธิปัตย์,30497
กรุงเทพมหานคร,11,นายยุรนันท์ ภมรมนตรี,9,ไทยรักไทย,40176
กรุงเทพมหานคร,11,นายณัฐชนก ผดุงทรง,11,มหาชน,698
กรุงเทพมหานคร,12,นายสุรพล ศรีวิทยา,1,ชาติไทย,3488
กรุงเทพมหานคร,12,นายชวนนท์ อินทรโกมาลย์สุต,4,ประชาธิปัตย์,33324
กรุงเทพมหานคร,12,นายกรณิศ ศรีสัจจา,5,ประชาชนไทย,113
กรุงเทพมหานคร,12,นายเฉลิมชัย จีนะวิจารณะ,9,ไทยรักไทย,51424
กรุงเทพมหานคร,12,นายนิพนธ์ ทาบุราญ,11,มหาชน,750
กรุงเทพมหานคร,12,นายณัฐฌพรหม นุสติ,21,กฤษไทยมั่นคง,99
กรุงเทพมหานคร,13,นายชาญเวทย์ บูชา,1,ชาติไทย,2145
กรุงเทพมหานคร,13,นายอัศวิน อภัยวงศ์,4,ประชาธิปัตย์,17707
กรุงเทพมหานคร,13,นายศุภมาส อิศรภักดี,9,ไทยรักไทย,39348
กรุงเทพมหานคร,13,นายจิตติ โสภณดิเรกรัตน์,11,มหาชน,3227
